yard_id,rake_type,rake_id,creation_date,bpc_categ,total_wagons,incoming_bpc,bpc_no,arrival_timestamp,dispatch_timestamp,exam_start_timestamp,exam_comp_timestamp,rake_event_id,ar_to_ex_st,ar_to_ex_st1,arrival_hour,arrival_day,arrival_weekday,arrival_shift,rakes_already_present,rakes_waiting_dispatch,same_type_rakes_present,rakes_already_present_before_exam_complete,time_since_last_dispatch,waited_due_to_previous_rake,time_since_creation_to_arrival,rake_density_score,arrival_date,total_exam_delay_yard_day,avg_delay_yard_day,delay_ratio_to_yard_avg,same_type_rakes_ratio,rush_factor,arrival_to_dispatch_gap,dispatch_wait_penalty_yardwise,prev_rake_arrival,prev_rake_gap_minutes
ACTL/TKD,CONTAINER,MATP 240523092929,2024-05-07,CC_EXAM,46,70000030260,70000033139,2024-05-06 13:20:00,2024-05-08 10:00:00,2024-05-07 09:00:00,2024-05-07 14:00:00,MATP 240523092929_2024-05-07,1180.0,1180.0,13,2024-05-06,0,Afternoon,0,0,0,0,40.0,0,-640.0,0,2024-05-06,1180.0,1180.0,0.9991532599491956,0.0,0,2680.0,1,2024-05-05 09:30:00,1670.0
ACTL/TKD,CONTAINER,JUDW080424165123,2024-05-09,CC_EXAM,46,70000030969,70000033319,2024-05-09 02:30:00,2024-05-09 23:20:00,2024-05-09 09:30:00,2024-05-09 14:00:00,JUDW080424165123_2024-05-09,420.0,420.0,2,2024-05-09,3,Night,0,0,0,0,990.0,0,150.0,0,2024-05-09,420.0,420.0,0.997624703087886,0.0,0,1250.0,0,2024-05-06 13:20:00,3670.0
ACTL/TKD,CONTAINER,MATP011223124134,2024-05-11,CC_EXAM,46,70000031603,70000033472,2024-05-10 17:45:00,2024-05-11 15:41:00,2024-05-11 01:10:00,2024-05-11 06:08:00,MATP011223124134_2024-05-11,445.0,445.0,17,2024-05-10,4,Afternoon,0,0,0,0,1105.0,0,-375.0,0,2024-05-10,445.0,445.0,0.9977578475336324,0.0,0,1316.0,0,2024-05-09 02:30:00,2355.0
ACTL/TKD,CONTAINER,MATP261023091908,2024-05-12,CC_EXAM,46,70000030488,70000033549,2024-05-11 16:00:00,2024-05-12 15:30:00,2024-05-12 01:00:00,2024-05-12 03:40:00,MATP261023091908_2024-05-12,540.0,540.0,16,2024-05-11,5,Afternoon,0,0,0,0,19.0,0,-480.0,0,2024-05-11,540.0,540.0,0.99815157116451,0.0,0,1410.0,0,2024-05-10 17:45:00,1335.0
ACTL/TKD,CONTAINER,CP201220140014,2024-05-13,REVALID,46,70000032836,70000033686,2024-05-13 01:55:00,2024-05-14 20:00:00,2024-05-13 15:30:00,2024-05-13 17:00:00,CP201220140014_2024-05-13,815.0,815.0,1,2024-05-13,0,Night,0,0,0,0,625.0,0,115.0,0,2024-05-13,815.0,815.0,0.9987745098039216,0.0,0,2525.0,1,2024-05-11 16:00:00,2035.0
ACTL/TKD,CONTAINER,JUDW080424165123,2024-05-15,REVALID,46,70000033319,70000033892,2024-05-15 05:00:00,2024-05-16 00:45:00,2024-05-15 08:15:00,2024-05-15 09:45:00,JUDW080424165123_2024-05-15,195.0,195.0,5,2024-05-15,2,Night,0,0,0,0,540.0,0,300.0,0,2024-05-15,195.0,195.0,0.9948979591836736,0.0,0,1185.0,0,2024-05-13 01:55:00,3065.0
ACTL/TKD,CONTAINER,MATP 240523092929,2024-05-16,REVALID,46,70000033139,70000034056,2024-05-16 07:00:00,2024-05-18 00:14:00,2024-05-16 13:00:00,2024-05-16 14:30:00,MATP 240523092929_2024-05-16,360.0,360.0,7,2024-05-16,3,Morning,0,0,0,0,375.0,0,420.0,0,2024-05-16,360.0,360.0,0.997229916897507,0.0,0,2474.0,1,2024-05-15 05:00:00,1560.0
ACTL/TKD,CONTAINER,TKD090823131439,2024-05-18,REVALID,41,70000033658,70000034127,2024-05-17 14:20:00,2024-05-18 10:54:00,2024-05-17 18:10:00,2024-05-17 19:40:00,TKD090823131439_2024-05-18,230.0,230.0,14,2024-05-17,4,Afternoon,1,1,1,0,2255.0,0,-580.0,3,2024-05-17,230.0,230.0,0.9956709956709956,0.5,82,1234.0,0,2024-05-16 07:00:00,1880.0
ACTL/TKD,CONTAINER,CP201220140014,2024-05-19,REVALID,46,70000033686,70000034336,2024-05-18 10:00:00,2024-05-20 15:30:00,2024-05-19 21:45:00,2024-05-19 23:15:00,CP201220140014_2024-05-19,2145.0,2145.0,10,2024-05-18,5,Morning,1,1,1,0,586.0,0,-840.0,3,2024-05-18,2145.0,2145.0,0.999534016775396,0.5,92,3210.0,1,2024-05-17 14:20:00,1180.0
ACTL/TKD,CONTAINER,MATP011223124134,2024-05-22,REVALID,46,70000033472,70000034472,2024-05-20 13:20:00,2024-05-22 00:16:00,2024-05-21 02:15:00,2024-05-21 03:45:00,MATP011223124134_2024-05-22,775.0,775.0,13,2024-05-20,0,Afternoon,1,1,1,0,3026.0,0,-2080.0,3,2024-05-20,2360.0,1180.0,0.6562235393734124,0.5,92,2096.0,1,2024-05-18 10:00:00,3080.0
ACTL/TKD,CONTAINER,MATP261023091908,2024-05-22,REVALID,41,70000033549,70000034478,2024-05-20 15:20:00,2024-05-22 04:05:00,2024-05-21 17:45:00,2024-05-21 19:15:00,MATP261023091908_2024-05-22,1585.0,1585.0,15,2024-05-20,0,Afternoon,2,1,2,1,3146.0,1,-1960.0,5,2024-05-20,2360.0,1180.0,1.3420829805249788,0.6666666666666666,123,2205.0,1,2024-05-20 13:20:00,120.0
ACTL/TKD,CONTAINER,JUDW080923134820,2024-05-22,CC_EXAM,46,70000029003,70000034541,2024-05-21 16:21:00,2024-05-23 02:30:00,2024-05-22 09:30:00,2024-05-22 14:30:00,JUDW080923134820_2024-05-22,1029.0,1029.0,16,2024-05-21,1,Afternoon,2,1,2,1,1491.0,1,-459.0,5,2024-05-21,1029.0,1029.0,0.9990291262135922,0.6666666666666666,138,2049.0,1,2024-05-20 15:20:00,1501.0
ACTL/TKD,CONTAINER,JUDW080424165123,2024-05-23,REVALID,46,70000033892,70000034625,2024-05-22 10:20:00,2024-05-23 16:18:00,2024-05-23 06:30:00,2024-05-23 08:00:00,JUDW080424165123_2024-05-23,1210.0,1210.0,10,2024-05-22,2,Morning,1,0,1,1,375.0,1,-820.0,2,2024-05-22,1210.0,1210.0,0.9991742361684558,0.5,46,1798.0,1,2024-05-21 16:21:00,1079.0
ACTL/TKD,CONTAINER,TKD090823131439,2024-05-24,CC_EXAM,45,70000032436,70000034704,2024-05-24 05:50:00,2024-05-25 05:00:00,2024-05-24 09:25:00,2024-05-24 13:40:00,TKD090823131439_2024-05-24,215.0,215.0,5,2024-05-24,4,Night,0,0,0,0,812.0,0,350.0,0,2024-05-24,215.0,215.0,0.9953703703703703,0.0,0,1390.0,0,2024-05-22 10:20:00,2610.0
ACTL/TKD,CONTAINER,MATP261023091908,2024-05-28,REVALID,41,70000034478,70000035111,2024-05-27 10:30:00,2024-05-29 00:49:00,2024-05-28 09:00:00,2024-05-28 10:30:00,MATP261023091908_2024-05-28,1350.0,1350.0,10,2024-05-27,0,Morning,0,0,0,0,3210.0,0,-810.0,0,2024-05-27,1350.0,1350.0,0.999259807549963,0.0,0,2299.0,1,2024-05-24 05:50:00,4600.0
ACTL/TKD,CONTAINER,PLPC120224180336,2024-05-29,REVALID,46,70000034923,70000035132,2024-05-28 13:40:00,2024-05-29 04:24:00,2024-05-28 15:45:00,2024-05-28 17:15:00,PLPC120224180336_2024-05-29,125.0,125.0,13,2024-05-28,1,Afternoon,1,1,1,0,4840.0,0,-620.0,3,2024-05-28,125.0,125.0,0.992063492063492,0.5,92,884.0,0,2024-05-27 10:30:00,1630.0
ACTL/TKD,CONTAINER,JUDW080424165123,2024-05-29,REVALID,46,70000034625,70000035207,2024-05-29 12:30:00,2024-05-30 00:37:00,2024-05-29 17:45:00,2024-05-29 19:15:00,JUDW080424165123_2024-05-29,315.0,315.0,12,2024-05-29,2,Afternoon,0,0,0,0,486.0,0,750.0,0,2024-05-29,705.0,352.5,0.8910891089108911,0.0,0,727.0,0,2024-05-28 13:40:00,1370.0
ACTL/TKD,CONTAINER,TKD090823131439,2024-05-30,REVALID,40,70000034704,70000035244,2024-05-29 22:00:00,2024-05-30 13:10:00,2024-05-30 04:30:00,2024-05-30 06:00:00,TKD090823131439_2024-05-30,390.0,390.0,22,2024-05-29,2,Evening,1,1,1,0,1056.0,0,-120.0,3,2024-05-29,705.0,352.5,1.1032531824611032,0.5,80,910.0,0,2024-05-29 12:30:00,570.0
ACTL/TKD,CONTAINER,MATP011223124134,2024-05-30,REVALID,46,70000034472,70000035369,2024-05-30 11:45:00,2024-06-01 00:15:00,2024-05-30 18:00:00,2024-05-30 19:45:00,MATP011223124134_2024-05-30,375.0,375.0,11,2024-05-30,3,Morning,1,1,1,0,668.0,0,705.0,3,2024-05-30,375.0,375.0,0.9973404255319148,0.5,92,2190.0,1,2024-05-29 22:00:00,825.0
ACTL/TKD,CONTAINER,CP201220140014,2024-06-01,CC_EXAM,45,70000032836,70000035399,2024-05-31 21:40:00,2024-06-02 12:30:00,2024-06-01 01:40:00,2024-06-01 06:04:00,CP201220140014_2024-06-01,240.0,240.0,21,2024-05-31,4,Evening,1,1,1,0,1950.0,0,-140.0,3,2024-05-31,240.0,240.0,0.995850622406639,0.5,90,2330.0,1,2024-05-30 11:45:00,2035.0
ACTL/TKD,CONTAINER,MATP070923095158,2024-06-02,CC_EXAM,46,70000031539,70000035476,2024-06-01 17:25:00,2024-06-02 12:00:00,2024-06-02 01:10:00,2024-06-02 05:35:00,MATP070923095158_2024-06-02,465.0,465.0,17,2024-06-01,5,Afternoon,1,1,1,0,1030.0,0,-395.0,3,2024-06-01,465.0,465.0,0.9978540772532188,0.5,92,1115.0,0,2024-05-31 21:40:00,1185.0
ACTL/TKD,CONTAINER,MATP 240523092929,2024-06-03,CC_EXAM,45,70000033139,70000035593,2024-06-03 05:30:00,2024-06-04 02:10:00,2024-06-03 09:10:00,2024-06-03 13:25:00,MATP 240523092929_2024-06-03,220.0,220.0,5,2024-06-03,0,Night,0,0,0,0,1020.0,0,330.0,0,2024-06-03,220.0,220.0,0.995475113122172,0.0,0,1240.0,0,2024-06-01 17:25:00,2165.0
ACTL/TKD,CONTAINER,JUDW080424165123,2024-06-05,CC_EXAM,45,70000033319,70000035819,2024-06-04 22:50:00,2024-06-06 07:20:00,2024-06-05 17:20:00,2024-06-05 21:20:00,JUDW080424165123_2024-06-05,1110.0,1110.0,22,2024-06-04,1,Evening,0,0,0,0,1240.0,0,-70.0,0,2024-06-04,1110.0,1110.0,0.9990999099909992,0.0,0,1950.0,1,2024-06-03 05:30:00,2480.0
ACTL/TKD,CONTAINER,MATP011223124134,2024-06-06,CC_EXAM,45,70000033472,70000035907,2024-06-06 07:30:00,2024-06-07 10:35:00,2024-06-06 16:50:00,2024-06-06 21:10:00,MATP011223124134_2024-06-06,560.0,560.0,7,2024-06-06,3,Morning,0,0,0,0,10.0,0,450.0,0,2024-06-06,2700.0,1350.0,0.4145077720207253,0.0,0,1625.0,1,2024-06-04 22:50:00,1960.0
ACTL/TKD,CONTAINER,CP201220140014,2024-06-07,REVALID,45,70000035399,70000036042,2024-06-06 08:35:00,2024-06-08 10:04:00,2024-06-07 20:15:00,2024-06-07 21:45:00,CP201220140014_2024-06-07,2140.0,2140.0,8,2024-06-06,3,Morning,1,0,1,1,75.0,1,-925.0,2,2024-06-06,2700.0,1350.0,1.5840118430792005,0.5,45,2969.0,1,2024-06-06 07:30:00,65.0
ACTL/TKD,CONTAINER,MKPP 260523081648,2024-06-08,ETOE_EXAM,40,70000033109,70000036083,2024-06-08 05:50:00,2024-06-09 00:12:00,2024-06-08 16:50:00,2024-06-08 20:34:00,MKPP 260523081648_2024-06-08,660.0,660.0,5,2024-06-08,5,Night,1,1,1,0,1155.0,0,350.0,3,2024-06-08,1130.0,565.0,1.1660777385159011,0.5,80,1102.0,0,2024-06-06 08:35:00,2715.0
ACTL/TKD,CONTAINER,SMYD 270123190444,2024-06-09,REVALID,46,70000034479,70000036220,2024-06-08 22:40:00,2024-06-10 10:37:00,2024-06-09 06:30:00,2024-06-09 08:00:00,SMYD 270123190444_2024-06-09,470.0,470.0,22,2024-06-08,5,Evening,1,1,1,0,756.0,0,-80.0,3,2024-06-08,1130.0,565.0,0.8303886925795053,0.5,92,2157.0,1,2024-06-08 05:50:00,1010.0
ACTL/TKD,CONTAINER,TKD090823131439,2024-06-10,REVALID,40,70000035244,70000036324,2024-06-09 22:40:00,2024-06-11 14:33:00,2024-06-10 20:15:00,2024-06-10 21:45:00,TKD090823131439_2024-06-10,1295.0,1295.0,22,2024-06-09,6,Evening,1,1,1,0,1348.0,0,-80.0,3,2024-06-09,1295.0,1295.0,0.9992283950617284,0.5,80,2393.0,1,2024-06-08 22:40:00,1440.0
ACTL/TKD,CONTAINER,CP201220140014,2024-06-12,REVALID,45,70000036042,70000036531,2024-06-12 06:15:00,2024-06-13 10:22:00,2024-06-12 22:00:00,2024-06-12 23:30:00,CP201220140014_2024-06-12,945.0,945.0,6,2024-06-12,2,Morning,0,0,0,0,942.0,0,375.0,0,2024-06-12,945.0,945.0,0.9989429175475688,0.0,0,1687.0,1,2024-06-09 22:40:00,3335.0
ACTL/TKD,CONTAINER,MATP070923095158,2024-06-14,REVALID,46,70000035476,70000036654,2024-06-13 15:00:00,2024-06-14 11:52:00,2024-06-13 23:15:00,2024-06-14 01:15:00,MATP070923095158_2024-06-14,495.0,495.0,15,2024-06-13,3,Afternoon,0,0,0,0,278.0,0,-540.0,0,2024-06-13,495.0,495.0,0.997983870967742,0.0,0,1252.0,0,2024-06-12 06:15:00,1965.0
ACTL/TKD,CONTAINER,JUDW080424165123,2024-06-15,REVALID,45,70000035819,70000036753,2024-06-14 13:20:00,2024-06-15 15:18:00,2024-06-15 00:15:00,2024-06-15 01:45:00,JUDW080424165123_2024-06-15,655.0,655.0,13,2024-06-14,4,Afternoon,0,0,0,0,88.0,0,-640.0,0,2024-06-14,655.0,655.0,0.9984756097560976,0.0,0,1558.0,1,2024-06-13 15:00:00,1340.0
ACTL/TKD,CONTAINER,MATP011223124134,2024-06-15,REVALID,45,70000035907,70000036889,2024-06-15 07:30:00,2024-06-17 01:40:00,2024-06-15 17:30:00,2024-06-15 19:30:00,MATP011223124134_2024-06-15,600.0,600.0,7,2024-06-15,5,Morning,1,1,1,0,1178.0,0,450.0,3,2024-06-15,600.0,600.0,0.9983361064891848,0.5,90,2530.0,1,2024-06-14 13:20:00,1090.0
ACTL/TKD,CONTAINER,MATP261023091908,2024-06-18,CC_EXAM,46,70000033549,70000036993,2024-06-16 21:35:00,2024-06-19 05:39:00,2024-06-18 01:00:00,2024-06-18 03:40:00,MATP261023091908_2024-06-18,1645.0,1645.0,21,2024-06-16,6,Evening,1,1,1,0,1817.0,0,-1585.0,3,2024-06-16,1645.0,1645.0,0.9993924665856622,0.5,92,3364.0,1,2024-06-15 07:30:00,2285.0
ACTL/TKD,CONTAINER,TKD090823131439,2024-06-19,CC_EXAM,46,70000034704,70000037120,2024-06-19 03:10:00,2024-06-19 23:58:00,2024-06-19 10:00:00,2024-06-19 13:03:00,TKD090823131439_2024-06-19,410.0,410.0,3,2024-06-19,2,Night,1,1,1,0,2970.0,0,190.0,3,2024-06-19,660.0,330.0,1.2386706948640482,0.5,92,1248.0,0,2024-06-16 21:35:00,3215.0
ACTL/TKD,CONTAINER,CP201220140014,2024-06-20,REVALID,45,70000036531,70000037229,2024-06-19 20:20:00,2024-06-21 00:01:00,2024-06-20 00:30:00,2024-06-20 02:00:00,CP201220140014_2024-06-20,250.0,250.0,20,2024-06-19,2,Evening,1,1,1,0,881.0,0,-220.0,3,2024-06-19,660.0,330.0,0.7552870090634441,0.5,90,1661.0,1,2024-06-19 03:10:00,1030.0
ACTL/TKD,CONTAINER,MATP070923095158,2024-06-20,REVALID,46,70000036654,70000037325,2024-06-20 09:20:00,2024-06-22 00:06:00,2024-06-20 20:15:00,2024-06-20 23:00:00,MATP070923095158_2024-06-20,655.0,655.0,9,2024-06-20,3,Morning,1,1,1,0,562.0,0,560.0,3,2024-06-20,2245.0,1122.5,0.5829995549621718,0.5,92,2326.0,1,2024-06-19 20:20:00,780.0
ACTL/TKD,CONTAINER,PHNJ110922183902,2024-06-22,REVALID,41,70000036633,70000037471,2024-06-20 15:30:00,2024-06-23 02:22:00,2024-06-21 18:00:00,2024-06-21 19:30:00,PHNJ110922183902_2024-06-22,1590.0,1590.0,15,2024-06-20,3,Afternoon,2,1,2,1,932.0,1,-1950.0,5,2024-06-20,2245.0,1122.5,1.4152202937249667,0.6666666666666666,123,3532.0,1,2024-06-20 09:20:00,370.0
ACTL/TKD,CONTAINER,TKD090823131439,2024-06-25,REVALID,46,70000037120,70000037845,2024-06-24 17:10:00,2024-06-27 01:04:00,2024-06-25 20:30:00,2024-06-25 22:00:00,TKD090823131439_2024-06-25,1640.0,1640.0,17,2024-06-24,0,Afternoon,0,0,0,0,2328.0,0,-410.0,0,2024-06-24,1640.0,1640.0,0.9993906154783668,0.0,0,3354.0,1,2024-06-20 15:30:00,5860.0
ACTL/TKD,CONTAINER,MATP261023091908,2024-06-27,REVALID,46,70000036993,70000037876,2024-06-25 22:40:00,2024-06-27 09:48:00,2024-06-26 21:45:00,2024-06-26 23:15:00,MATP261023091908_2024-06-27,1385.0,1385.0,22,2024-06-25,1,Evening,1,1,1,0,4098.0,0,-1520.0,3,2024-06-25,1385.0,1385.0,0.9992784992784992,0.5,92,2108.0,1,2024-06-24 17:10:00,1770.0
ACTL/TKD,CONTAINER,MATP 240523092929,2024-06-28,CC_EXAM,46,70000035593,70000037980,2024-06-28 02:20:00,2024-06-29 00:06:00,2024-06-28 10:00:00,2024-06-28 13:39:00,MATP 240523092929_2024-06-28,460.0,460.0,2,2024-06-28,4,Night,0,0,0,0,992.0,0,140.0,0,2024-06-28,460.0,460.0,0.9978308026030368,0.0,0,1306.0,0,2024-06-25 22:40:00,3100.0
ACTL/TKD,CONTAINER,MATP 230524102015,2024-06-30,CC_EXAM,46,70000034541,70000038167,2024-06-30 04:45:00,2024-07-01 01:37:00,2024-06-30 11:30:00,2024-06-30 16:22:00,MATP 230524102015_2024-06-30,405.0,405.0,4,2024-06-30,6,Night,0,0,0,0,1719.0,0,285.0,0,2024-06-30,1580.0,790.0,0.5120101137800253,0.0,0,1252.0,0,2024-06-28 02:20:00,3025.0
ACTL/TKD,CONTAINER,VGLJ  281223124516,2024-07-02,REVALID,41,70000037734.0,70000038305,2024-06-30 06:55:00,2024-07-02 01:09:00,2024-07-01 02:30:00,2024-07-01 04:00:00,VGLJ  281223124516_2024-07-02,1175.0,1175.0,6,2024-06-30,6,Morning,1,0,1,1,1849.0,1,-2465.0,2,2024-06-30,1580.0,790.0,1.4854614412136535,0.5,41,2534.0,1,2024-06-30 04:45:00,130.0
ACTL/TKD,CONTAINER,PHNJ 040822184146,2024-07-02,ETOE_EXAM,46,70000035209,70000038374,2024-07-02 09:00:00,2024-07-03 03:15:00,2024-07-02 17:20:00,2024-07-02 20:10:00,PHNJ 040822184146_2024-07-02,500.0,500.0,9,2024-07-02,1,Morning,0,0,0,0,471.0,0,540.0,0,2024-07-02,1860.0,930.0,0.5370569280343717,0.0,0,1095.0,0,2024-06-30 06:55:00,3005.0
ACTL/TKD,CONTAINER,JUDW080424165123,2024-07-03,CC_EXAM,46,70000035819,70000038434,2024-07-02 10:20:00,2024-07-04 00:50:00,2024-07-03 09:00:00,2024-07-03 13:55:00,JUDW080424165123_2024-07-03,1360.0,1360.0,10,2024-07-02,1,Morning,1,0,1,1,551.0,1,-820.0,2,2024-07-02,1860.0,930.0,1.4607948442534908,0.5,46,2310.0,1,2024-07-02 09:00:00,80.0
ACTL/TKD,CONTAINER,TKD090823131439,2024-07-04,REVALID,46,70000037845,70000038570,2024-07-03 09:40:00,2024-07-05 00:48:00,2024-07-03 23:30:00,2024-07-04 01:00:00,TKD090823131439_2024-07-04,830.0,830.0,9,2024-07-03,2,Morning,1,0,1,1,385.0,1,-860.0,2,2024-07-03,830.0,830.0,0.9987966305655837,0.5,46,2348.0,1,2024-07-02 10:20:00,1400.0
ACTL/TKD,CONTAINER,MATP011223124134,2024-07-06,CC_EXAM,45,70000035907,70000038680,2024-07-05 14:40:00,2024-07-07 02:30:00,2024-07-06 01:00:00,2024-07-06 05:00:00,MATP011223124134_2024-07-06,620.0,620.0,14,2024-07-05,4,Afternoon,0,0,0,0,832.0,0,-560.0,0,2024-07-05,620.0,620.0,0.998389694041868,0.0,0,2150.0,1,2024-07-03 09:40:00,3180.0
ACTL/TKD,CONTAINER,MATP070923095158,2024-07-08,CC_EXAM,46,70000038663,70000038870,2024-07-06 14:30:00,2024-07-08 14:20:00,2024-07-08 02:00:00,2024-07-08 05:45:00,MATP070923095158_2024-07-08,2130.0,2130.0,14,2024-07-06,5,Afternoon,1,1,1,0,2262.0,0,-2010.0,3,2024-07-06,2130.0,2130.0,0.999530736743313,0.5,92,2870.0,1,2024-07-05 14:40:00,1430.0
ACTL/TKD,CONTAINER,MATP 240523092929,2024-07-07,REVALID,45,70000037980,70000038846,2024-07-07 05:25:00,2024-07-07 23:41:00,2024-07-07 10:15:00,2024-07-07 11:45:00,MATP 240523092929_2024-07-07,290.0,290.0,5,2024-07-07,6,Night,1,0,1,1,175.0,1,325.0,2,2024-07-07,290.0,290.0,0.9965635738831616,0.5,45,1096.0,0,2024-07-06 14:30:00,895.0
ACTL/TKD,CONTAINER,CP201220140014,2024-07-09,REVALID,45,70000038579,70000038975,2024-07-08 05:00:00,2024-07-09 12:24:00,2024-07-08 18:45:00,2024-07-08 20:15:00,CP201220140014_2024-07-09,825.0,825.0,5,2024-07-08,0,Night,1,0,1,1,319.0,1,-1140.0,2,2024-07-08,825.0,825.0,0.9987893462469734,0.5,45,1884.0,1,2024-07-07 05:25:00,1415.0
ACTL/TKD,CONTAINER,TKD090823131439,2024-07-11,REVALID,46,70000038570,70000039141,2024-07-09 19:30:00,2024-07-11 00:12:00,2024-07-10 11:00:00,2024-07-10 12:30:00,TKD090823131439_2024-07-11,930.0,930.0,19,2024-07-09,1,Evening,0,0,0,0,426.0,0,-1710.0,0,2024-07-09,930.0,930.0,0.9989258861439312,0.0,0,1722.0,1,2024-07-08 05:00:00,2310.0
ACTL/TKD,CONTAINER,GMC 180124071249,2024-07-10,REVALID,46,70000037437,70000039071,2024-07-10 04:40:00,2024-07-10 08:40:00,2024-07-10 05:20:00,2024-07-10 06:50:00,GMC 180124071249_2024-07-10,40.0,40.0,4,2024-07-10,2,Night,1,0,1,1,976.0,1,280.0,2,2024-07-10,1160.0,580.0,0.0688468158347676,0.5,46,240.0,0,2024-07-09 19:30:00,550.0
ACTL/TKD,CONTAINER,JUDW080424165123,2024-07-13,REVALID,46,70000038434,70000039339,2024-07-10 23:50:00,2024-07-13 01:31:00,2024-07-11 18:30:00,2024-07-11 20:00:00,JUDW080424165123_2024-07-13,1120.0,1120.0,23,2024-07-10,2,Evening,1,1,1,0,910.0,0,-2890.0,3,2024-07-10,1160.0,580.0,1.927710843373494,0.5,92,2981.0,1,2024-07-10 04:40:00,1150.0
ACTL/TKD,CONTAINER,MATP 240523092929,2024-07-13,REVALID,45,70000038846,70000039417,2024-07-13 07:00:00,2024-07-14 01:10:00,2024-07-13 15:00:00,2024-07-13 16:30:00,MATP 240523092929_2024-07-13,480.0,480.0,7,2024-07-13,5,Morning,0,0,0,0,329.0,0,420.0,0,2024-07-13,480.0,480.0,0.997920997920998,0.0,0,1090.0,0,2024-07-10 23:50:00,3310.0
ACTL/TKD,CONTAINER,MATP 230524102015,2024-07-16,REVALID,46,70000039164,70000039598,2024-07-15 20:00:00,2024-07-17 00:33:00,2024-07-15 21:15:00,2024-07-15 22:45:00,MATP 230524102015_2024-07-16,75.0,75.0,20,2024-07-15,0,Evening,0,0,0,0,2570.0,0,-240.0,0,2024-07-15,75.0,75.0,0.986842105263158,0.0,0,1713.0,1,2024-07-13 07:00:00,3660.0
ACTL/TKD,CONTAINER,TKD090823131439,2024-07-16,CC_EXAM,46,70000037120,70000039676,2024-07-16 05:15:00,2024-07-17 06:00:00,2024-07-16 18:30:00,2024-07-16 22:30:00,TKD090823131439_2024-07-16,795.0,795.0,5,2024-07-16,1,Night,1,1,1,0,3125.0,0,315.0,3,2024-07-16,795.0,795.0,0.9987437185929648,0.5,92,1485.0,1,2024-07-15 20:00:00,555.0
ACTL/TKD,CONTAINER,GMC 180124071249,2024-07-18,ETOE_EXAM,46,70000037997,70000039835,2024-07-17 21:45:00,2024-07-18 23:00:00,2024-07-18 09:30:00,2024-07-18 13:00:00,GMC 180124071249_2024-07-18,705.0,705.0,21,2024-07-17,2,Evening,0,0,0,0,945.0,0,-135.0,0,2024-07-17,705.0,705.0,0.9985835694050992,0.0,0,1515.0,1,2024-07-16 05:15:00,2430.0
ACTL/TKD,CONTAINER,CP201220140014,2024-07-19,REVALID,45,70000038975,70000039918,2024-07-19 02:00:00,2024-07-20 00:25:00,2024-07-19 05:30:00,2024-07-19 06:40:00,CP201220140014_2024-07-19,210.0,210.0,2,2024-07-19,4,Night,0,0,0,0,180.0,0,120.0,0,2024-07-19,850.0,425.0,0.4929577464788732,0.0,0,1345.0,0,2024-07-17 21:45:00,1695.0
ACTL/TKD,CONTAINER,MATP 240523092929,2024-07-20,CC_EXAM,46,70000037980,70000040055,2024-07-19 22:10:00,2024-07-21 00:08:00,2024-07-20 08:50:00,2024-07-20 12:30:00,MATP 240523092929_2024-07-20,640.0,640.0,22,2024-07-19,4,Evening,1,1,1,0,1390.0,0,-110.0,3,2024-07-19,850.0,425.0,1.5023474178403755,0.5,92,1558.0,1,2024-07-19 02:00:00,1210.0
ACTL/TKD,CONTAINER,MATP 230524102015,2024-07-22,REVALID,46,70000039598,70000040228,2024-07-21 00:30:00,2024-07-22 10:00:00,2024-07-22 01:20:00,2024-07-22 02:50:00,MATP 230524102015_2024-07-22,1490.0,1490.0,0,2024-07-21,6,Night,0,0,0,0,22.0,0,-1410.0,0,2024-07-21,1540.0,770.0,1.9325551232166016,0.0,0,2010.0,1,2024-07-19 22:10:00,1580.0
ACTL/TKD,CONTAINER,MATP 011223124134,2024-07-21,REVALID,45,70000038680,70000040181,2024-07-21 11:00:00,2024-07-22 00:44:00,2024-07-21 11:50:00,2024-07-21 13:15:00,MATP 011223124134_2024-07-21,50.0,50.0,11,2024-07-21,6,Morning,1,0,1,1,652.0,1,660.0,2,2024-07-21,1540.0,770.0,0.0648508430609598,0.5,45,824.0,0,2024-07-21 00:30:00,630.0
ACTL/TKD,CONTAINER,CP201220140014,2024-07-23,REVALID,45,70000039918,70000040379,2024-07-22 15:15:00,2024-07-24 01:19:00,2024-07-23 12:20:00,2024-07-23 13:50:00,CP201220140014_2024-07-23,1265.0,1265.0,15,2024-07-22,0,Afternoon,0,0,0,0,315.0,0,-525.0,0,2024-07-22,1265.0,1265.0,0.999210110584518,0.0,0,2044.0,1,2024-07-21 11:00:00,1695.0
ACTL/TKD,CONTAINER,MATP011223124134,2024-07-27,REVALID,40,70000040181,70000040748,2024-07-26 22:00:00,2024-07-27 08:30:00,2024-07-27 01:20:00,2024-07-27 02:50:00,MATP011223124134_2024-07-27,200.0,200.0,22,2024-07-26,4,Evening,0,0,0,0,4121.0,0,-120.0,0,2024-07-26,200.0,200.0,0.9950248756218906,0.0,0,630.0,0,2024-07-22 15:15:00,6165.0
